content,date,like,place,tags
#Repost @rari_master_ with @make_repost・・・🎀Master Class🎀3단 쌩쌩이 성공👏🏻👍🏻🔥✨바로 성공해버리다니 짱 멋져💖#리듬체조 #라리리듬체조 #리듬체조선수 #rhythmicgymnastics #gymnastics #gymnastics #리듬체조학원 #ритмическаягимнастика #リズム体操 #❤️,2022-04-17,27,광주시,"['#Repost', '#리듬체조', '#라리리듬체조', '#리듬체조선수', '#rhythmicgymnastics', '#gymnastics', '#gymnastics', '#리듬체조학원', '#', '#', '#']"
🍻또 술채서 팔딱거리는 나홍대에서 판교까지 즉흥적 일박이일고구마와 지헐이와 육중했던 생일파리🎂분홍양말은 오늘의 미스테이크 왕미스테이크👎🏻#라이즈호텔 #홍대 #판교 #심양 #하노이테이블 #키로베이커리 #지헐이 #고구마,2022-04-17,22,,"['#라이즈호텔', '#홍대', '#판교', '#심양', '#하노이테이블', '#키로베이커리', '#지헐이', '#고구마']"
내 생일 기념 저녁#판교 봄베이브로이#다같이 외식하기도 쉽지않네#딸이 준 립스틱 선물#다 컸다 ㅎㅎ,2022-04-17,None,,"['#판교', '#다같이', '#딸이', '#다']"
주말에도 가만히 있질 못한다,2022-04-17,8,판교백현동,[]
#Repost @rari_master_ with @make_repost・・・🎀Master Class🎀2월에 참가했던love RG challenge💖#리듬체조 #라리리듬체조 #리듬체조선수 #rhythmicgymnastics #gymnastics #korea #대한민국 #🇰🇷,2022-04-17,25,서울,"['#Repost', '#리듬체조', '#라리리듬체조', '#리듬체조선수', '#rhythmicgymnastics', '#gymnastics', '#korea', '#대한민국', '#']"
#Repost @rari_master_ with @make_repost・・・🎀Master Class🎀2월에 참가했던love RG challenge💖#리듬체조 #라리리듬체조 #리듬체조선수 #rhythmicgymnastics #gymnastics #korea #🇰🇷,2022-04-17,24,으쌰으쌰 화이팅,"['#Repost', '#리듬체조', '#라리리듬체조', '#리듬체조선수', '#rhythmicgymnastics', '#gymnastics', '#korea', '#']"
"⠀활기 넘치는 도시의 사람들이 모여 건물의 모습을 구성하고 있습니다.바쁜 사람들 속 서로 마주한 남녀가 눈에 띄네요~⠀데이비드 걸스타인 David GersteinMegalopolisImage 76x56cmFrame 79x58cmLaser cutout, Hand painted73/100⠀#프린트베이커리 #printbakery #판교현대백화점 #판교 #프린트베이커리판교점 #art #아트 #작품구매 #인테리어 #홈스타일링 #homestyling #데이비드걸스타인 #davidgerstein⠀⠀",2022-04-17,27,현대백화점 판교점,"['#프린트베이커리', '#printbakery', '#판교현대백화점', '#판교', '#프린트베이커리판교점', '#art', '#아트', '#작품구매', '#인테리어', '#홈스타일링', '#homestyling', '#데이비드걸스타인', '#davidgerstein']"
-100일 축하해👶🏻💛ఇ 최소 4-7일전 예약해주세요ఇ 문의&주문카카오톡 [ 오호데이 ] 검색ఇ DM확인은 늦을수 있어요🙏🏻,2022-04-17,24,,[]
#판교 #메리가든,2022-04-17,2,,"['#판교', '#메리가든']"
판교에 이런곳이🤩날씨 굿굿😎#남편과데이트 #도넛드로잉_분당🍪 #daily #데이트장소 #주말데이트 #판교,2022-04-17,17,도넛드로잉,"['#남편과데이트', '#도넛드로잉', '#daily', '#데이트장소', '#주말데이트', '#판교']"
🤍 .#카페 #판교 #일상 #daily,2022-04-17,44,판교,"['#카페', '#판교', '#일상', '#daily']"
"._. 안녕하세여상무초밥분당서현점입니다카이센동 19,000원#분당 #초밥 #분당맛집 #분당초밥 #분당맛집추천 #점심 #저녁메뉴 #점심특선 #성남 #성남맛집 #서현동 #서현동맛집 #데이트 #배달맛집 #초밥맛집 #서현역 #서현역맛집 #판교 #판교맛집 #서현맛집 #서현상무초밥 #상무초밥서현",2022-04-17,9,,"['#분당', '#초밥', '#분당맛집', '#분당초밥', '#분당맛집추천', '#점심', '#저녁메뉴', '#점심특선', '#성남', '#성남맛집', '#서현동', '#서현동맛집', '#데이트', '#배달맛집', '#초밥맛집', '#서현역', '#서현역맛집', '#판교', '#판교맛집', '#서현맛집', '#서현상무초밥', '#상무초밥서현']"
"._. 안녕하세여상무초밥분당서현점입니다점심특선 C 9,900원#분당 #초밥 #분당맛집 #분당초밥 #분당맛집추천 #점심 #저녁메뉴 #점심특선 #성남 #성남맛집 #서현동 #서현동맛집 #데이트 #배달맛집 #초밥맛집 #서현역 #서현역맛집 #판교 #판교맛집 #서현맛집 #서현상무초밥 #상무초밥서현",2022-04-17,6,,"['#분당', '#초밥', '#분당맛집', '#분당초밥', '#분당맛집추천', '#점심', '#저녁메뉴', '#점심특선', '#성남', '#성남맛집', '#서현동', '#서현동맛집', '#데이트', '#배달맛집', '#초밥맛집', '#서현역', '#서현역맛집', '#판교', '#판교맛집', '#서현맛집', '#서현상무초밥', '#상무초밥서현']"
"._. 안녕하세여상무초밥분당서현점입니다특모듬회 60,000원#분당 #초밥 #분당맛집 #분당초밥 #분당맛집추천 #점심 #저녁메뉴 #점심특선 #성남 #성남맛집 #서현동 #서현동맛집 #데이트 #배달맛집 #초밥맛집 #서현역 #서현역맛집 #판교 #판교맛집 #서현맛집 #서현상무초밥 #상무초밥서현",2022-04-17,6,,"['#분당', '#초밥', '#분당맛집', '#분당초밥', '#분당맛집추천', '#점심', '#저녁메뉴', '#점심특선', '#성남', '#성남맛집', '#서현동', '#서현동맛집', '#데이트', '#배달맛집', '#초밥맛집', '#서현역', '#서현역맛집', '#판교', '#판교맛집', '#서현맛집', '#서현상무초밥', '#상무초밥서현']"
"._. 안녕하세여상무초밥분당서현점입니다특 상무초밥 29,900원#분당 #초밥 #분당맛집 #분당초밥 #분당맛집추천 #점심 #저녁메뉴 #점심특선 #성남 #성남맛집 #서현동 #서현동맛집 #데이트 #배달맛집 #초밥맛집 #서현역 #서현역맛집 #판교 #판교맛집 #서현맛집 #서현상무초밥 #상무초밥서현",2022-04-17,6,,"['#분당', '#초밥', '#분당맛집', '#분당초밥', '#분당맛집추천', '#점심', '#저녁메뉴', '#점심특선', '#성남', '#성남맛집', '#서현동', '#서현동맛집', '#데이트', '#배달맛집', '#초밥맛집', '#서현역', '#서현역맛집', '#판교', '#판교맛집', '#서현맛집', '#서현상무초밥', '#상무초밥서현']"
"현대판교 SJSJ☝️15.30.60.100만구매시   금액대별 7%상품권행사 ✌️200.300.500.만구매시 금액대별 5%상품권행사👌100만이상구매시 12개월무이자 🖖120만이상 10%에누리 할인쿠폰 증정 💜 DM확인어려워요  프로필에 톡플 링크올려놓았어요원피스 435000원   구매관련문의, 톡플주세요  비대면 결제와 배송까지 편하게 쇼핑하세요~🤗#SJSJ #sjsj #에스제이 #한섬 #데일리룩 #원피스 #시스템 #현대백화점 #현대판교 #판교현대 #판교현백 #분당 #광교  #세일 #판교 #전화결제가능 #비대면결제 #택배가능 #ootd #한섬세일 #시즌오프 #한섬더블마일리지 #타임 #마인 #일상룩 #스타일링 #쇼핑 #감성 #시즌오프 #봄신상",2022-04-17,82,,"['#SJSJ', '#sjsj', '#에스제이', '#한섬', '#데일리룩', '#원피스', '#시스템', '#현대백화점', '#현대판교', '#판교현대', '#판교현백', '#분당', '#광교', '#세일', '#판교', '#전화결제가능', '#비대면결제', '#택배가능', '#ootd', '#한섬세일', '#시즌오프', '#한섬더블마일리지', '#타임', '#마인', '#일상룩', '#스타일링', '#쇼핑', '#감성', '#시즌오프', '#봄신상']"
22.04.17.주말 미팅 참석 전 점심,2022-04-17,17,현대백화점 판교점,[]
마음에 들었던 컬러#판교#산책#우연히봄,2022-04-17,3,,"['#판교', '#산책', '#우연히봄']"
친구에게 선물한 부케🌸,2022-04-17,5,,[]
지난주기록🌸봄꽃 제대로 즐긴 피크닉❤️ 아무리 날씨가 풀려도 그렇지 계곡에서 놀기엔 좀 그렇지않나했는데 넘적극적으로 노신 울집애둘… 결국 2호 궁딩이가 빠져 누나가 입고있던 내복바지로…..😞.#창피는엄마몫 #주말 #피크닉 #나만아는 #벚꽃명소 #벚꽃 #직장인없는 #판교,2022-04-17,13,판교 화랑공원,"['#창피는엄마몫', '#주말', '#피크닉', '#나만아는', '#벚꽃명소', '#벚꽃', '#직장인없는', '#판교']"
"_사람을 너무너무 좋아하는 말티푸 공주님 포포🤎이마에 우유 톡 발에도 톡톡🥛쉴틈 없이 흔드는 꼬리가매력포인트랍니다☺️...10년 차 캐나다 브리더, 행동교정관리사가운영하는 프리미엄 분양 펍스에비뉴🐶동물판매업 등록번호제 3780000-037-2021-0018💛 카카오톡: 펍스에비뉴 📞 010-5007-8124📍 분당구 운중동 산운로 160번길 16-6, 1층",2022-04-17,16,,[]
"내 몸의 성적표, 인바디 측정 하기❤""왕년엔 아무리 많이 먹어도 살이 안쪘는데~ㅠㅠ어느 순간 확 늘더라구요~""정복쌤도 그랬씨유~(:해독 다이어트후 5년간 55사이즈 유지 중:)근육 올리고⬆️체지방 내리고⬇️기초대사량 쭉쭉 올려서⬆️먹으면 태워내는 대사 잘되는 몸,만들어 드려유🙋ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ1:1 고객 맞춤으로 가격 & 프로그램 안내해 드리고 있습니다💕＊┈┈┈┈＊┈┈┈┈＊┈┈┈┈🏷다이어트 / 부업 문의는프로필 링크 클릭✅ ＊┈┈┈┈＊┈┈┈┈＊┈┈┈┈",2022-04-17,5,성수동카페거리,[]
#결혼식사회 올때마다 느끼지만 식장이 ~ 느므 이쁘다 ㅎ 오늘 식 올리신 두 부부 모두 진심으로 축하합니다^_^ 신혼여행 다녀오시고꼭 연락 주셔요 ㅎㅎ #w스퀘어웨딩홀 #판교 #결혼식사회 #주말 #상담 #사회 #재충전 #힐링 #회복 #결혼,2022-04-17,68,,"['#결혼식사회', '#w스퀘어웨딩홀', '#판교', '#결혼식사회', '#주말', '#상담', '#사회', '#재충전', '#힐링', '#회복', '#결혼']"
🍹🤍,2022-04-17,42,호텔더일마,[]
시댁 사촌동생 결혼식노인네들 막힐까봐 걱정걱정서둘러 출발 분당에 2시간 일찍옴 공원에서 시간때우기간만에 공원에 앉아 꽃내음 맡으며엄니와 수다앞 위메이드 본사건물에미르4 포스터를 붙이고 있다바람이 불어 흔들리는데프로답게 잘 붙인다한시간은 올려다 본거같네분당 첨 신도시 개발때양지마을 작은집일때 놀러가고그 후로는 지나치기만 했지 둘러보긴 처음 운중천도 반갑고  판교와 분당사이 개나리교도공원 조성이 잘 되있어 보기좋더라결혼식은 밥먹으면서 영상으로 보고 결혼식중 친척 어르신의 비보소식 이젠 천안 장례식장으로고고고~~바쁘다 바뻐#결혼식 #장례식 #비보 #조문 #판교 #분당 #천안 #인스타 #인스타굿 #인스타그램 #instargram #insta,2022-04-17,18,,"['#결혼식', '#장례식', '#비보', '#조문', '#판교', '#분당', '#천안', '#인스타', '#인스타굿', '#인스타그램', '#instargram', '#insta']"
ATV🏎,2022-04-17,60,경주,[]
푸릇푸릇 🌿✨,2022-04-17,70,판교백현동,[]
"#크림치즈곶감말이.달콤쫀득한 곶감을 고소한 크림치즈와 잘 말아낸 뒤, 직접 졸이고 구운 피칸 정과를 올려 낸 메뉴입니다😎위스키와 정말 잘 어울리죠! 드시러 오세요!.PM 17:00 - AM 12:00 영업 중",2022-04-17,88,OUNCE 28.35,['#크림치즈곶감말이']
.#한와담 #판교.새우등심 4인분과 안심 5인분 그리고 볶음밥 4개.....친구가 선물로준 #보테가샴페인 그렇게 나의 생일은 지나갔다~~~.#대식가#생일 #생일밥 #돈많이쓴남편 #잘먹었어 #고마워 #아티제케이크 .#육아맘일상 #삼형제 #부부스타그램 #럽스타그램,2022-04-17,29,,"['#한와담', '#판교', '#보테가샴페인', '#대식가', '#생일', '#생일밥', '#돈많이쓴남편', '#잘먹었어', '#고마워', '#아티제케이크', '#육아맘일상', '#삼형제', '#부부스타그램', '#럽스타그램']"
사유의 색 돈꽃 시리즈 10연작 중 No.2 돈 꽃 Creative Orange45x53 acrylic on canvas#골프스타그램#반얀트리#현대카드#현대미술#디자인#인테리어#건축#패션#전시회#갤러리#미술관#등산#갤러리아백화점#lecreuset#artgallery#artcollector#curator#contemporaryart#tokyo#japan#julianopie#빵#카페#판교#분당#청담동#한남동#신사동#도산공원#압구정동,2022-04-17,None,,"['#골프스타그램', '#반얀트리', '#현대카드', '#현대미술', '#디자인', '#인테리어', '#건축', '#패션', '#전시회', '#갤러리', '#미술관', '#등산', '#갤러리아백화점', '#lecreuset', '#artgallery', '#artcollector', '#curator', '#contemporaryart', '#tokyo', '#japan', '#julianopie', '#빵', '#카페', '#판교', '#분당', '#청담동', '#한남동', '#신사동', '#도산공원', '#압구정동']"
협찬오랜만에 마시는 술! 고기가 맛있어서 그런가?도저히 취하질 않네!ㅋㅋㅋ고기는 쫄깃하면서 부드럽고 그리고 촉촉함!서비스로 나온 김치찌개는 또 얼마나 알차게요~ 대박 만족!!#원조부안집#판교맛집......#야탑맛집#판교#성남#원조부안집판교직영점#성남맛집#분당맛집#판교역맛집원조부안집#판교역맛집#분당#삼평동#경기도#경기도맛집#경기도성남,2022-04-17,25,,"['#원조부안집', '#판교맛집', '#야탑맛집', '#판교', '#성남', '#원조부안집판교직영점', '#성남맛집', '#분당맛집', '#판교역맛집원조부안집', '#판교역맛집', '#분당', '#삼평동', '#경기도', '#경기도맛집', '#경기도성남']"
[ 화랑공원 ]#화랑공원 #판교 #가족나들이,2022-04-17,None,판교 화랑공원,"['#화랑공원', '#판교', '#가족나들이']"
광택맛집 무니 안받아요#세차 #취미 #숙취해소,2022-04-17,46,분당구,"['#세차', '#취미', '#숙취해소']"
"가게이름 : #신포비빔국수 #신포비빔국수돈까스⠀위치 : 경기 성남시 분당구 하오개로 343(서판교 운중동)⠀메뉴/가격 : 황태비빔국수 8500원비빔국수 7500원 (+곱배기 2000원)⠀평가 : 8.5점 / 10점서판교 운중동에서 지나가다가 들린 국수맛집 신포비빔국수입니다 운중동에 맛있는 냉면집이 있었는데 없어졌군요...😭 흑⠀오랜만에 식당에서 비빔국수를 먹어보는데 비빔국수 전문점이라 기대되는 부분인데요 잔치국수가 아닌 비빔국수인데도 소스가 충분하게 나와서 물 반, 비빔 반 느낌으로 나옵니다⠀황태무침이 올라간 황태비빔국수는 황태만의 쫀득한 식감과 진한 감칠맛이 백김치, 양파와 어우러져서 맛있었고 비빔국수 양념도 진해서 좋았어요👏⠀비빔면 느낌의 가볍고 새콤달달한 양념보다 훨씬 묵직한 느낌이라 황태무침과 잘 어울리고 알싸한 맛이 살짝 남아있는 양파와의 밸런스도 굳👍⠀풍미 진한 묵직한 느낌이 황태비빔국수라면 기본 비빔국수는 새콤한 소스와 가볍게 떨어지는 맛이라 호불호없이 즐길 수 있는 맛이죠🍜⠀비빔장이 충분해서 뻑뻑하지않고 아주 촉촉하게 즐길 수 있고 취향에 따라 국수를 골라먹을 수 있다는 점, 맛있게 잘 만든 국수를 맛볼 수 있는 운중동 맛집 신포비빔국수입니다🔥..반찬으로 나오는 백김치도 감칠맛이 적당한게 맛있고 뜨겁게 제공되는 기본 육수도 msg 느낌없이 깔끔하고 맛있게 나오네요!⠀국수라는 메뉴 자체가 가벼운 한 끼 느낌이고 가격대도 저렴할 것 같은데.. 여기는 가격대가 좀 있는 편이라 어쩔 수 없이 기대치도 높아지네요ㅋㅋㅋ🤣⠀곱배기를 하지 않아도 될 정도로 양이 생각보다 많아서 비빔면 2개는 가뿐히 드시는 분들만 곱배기 추천..!⠀⠀⠀#쿠리뷰_판교",2022-04-17,225,신포비빔국수&돈까스,"['#신포비빔국수', '#신포비빔국수돈까스', '#쿠리뷰']"
"⠀⠀현대 판교 4층 타미진💜⠀타미진 😘POP DROP⠀크롭 반팔티 ❤️컬러 4가지!하이라이즈 팬츠❤️⠀컬러 믹스 매치 해서입으면 너무 힙해요 👍⠀⠀#인스타 에서만판매 하고 있습니다!⠀사이즈문의, 금액 문의구매 원하시거나⠀궁금한거 있으시면D.M 문의 주시면빠르게 답변 드려요!",2022-04-17,12,현대백화점 판교점,['#인스타']
마음만은 18살🥲...#서울 #롯데월드 #일상 #일상스타그램 #데일리 #데일리룩 #교복 #고딩 #좋아요 #좋아요그램 #선팔하면맞팔 #선팔 #맞팔 #팔로우 #ootd #판교 #분당 #성남,2022-04-16,96,롯데월드 (lotteworld),"['#서울', '#롯데월드', '#일상', '#일상스타그램', '#데일리', '#데일리룩', '#교복', '#고딩', '#좋아요', '#좋아요그램', '#선팔하면맞팔', '#선팔', '#맞팔', '#팔로우', '#ootd', '#판교', '#분당', '#성남']"
우끼끼...#서울 #잠실 #롯데월드 #교복 #일상 #데일리 #데일리룩 #일상스타그램 #선팔 #맞팔 #좋아요 #좋아요테러 #좋아요그램 #ootd #판교 #분당 #성남,2022-04-16,68,롯데월드 (lotteworld),"['#서울', '#잠실', '#롯데월드', '#교복', '#일상', '#데일리', '#데일리룩', '#일상스타그램', '#선팔', '#맞팔', '#좋아요', '#좋아요테러', '#좋아요그램', '#ootd', '#판교', '#분당', '#성남']"
"그림을 그릴수록 인내심이 많이 필요함을 점점 더 느낀다.그림을 그리기전까지 영감을 찾는 시간을 보낼때면, 몸은 편할때도 있지만 정신적으론 가장 고통스러운 시간이다.그림을 그리기 시작하면 몸은 고되지만 마음의 평정심 찾아온다.하지만 붓터치 하나하나의 긴장감앞에 맞서야한다.그리고 이 그림이 제대로다 라고 느껴질때까진 그림앞에 마주하는 시간을 기꺼이 내놓아야한다.하나의 작품이 빛을 발하는것은, 색이나 외형의 아름다움에 의한것은 아닌것 같다.작품안에 진하게 담겨진 작가의 시간과 에너지 그리고 열정이 작품을 빛나게 하는것 같다.#노블레스컬렉션#전광영작가#압구정로데오#미술전시#금요일#전시관람#noblesse#collection..#fashionillustration#fashionillustration #정자동미술수업#정자동취미미술#정자동미술#미술개인레슨#미술과외#분당#정자동#판교#정자동미술수업#정자동취미미술#중학생미술#고등학생미술#분당정자동미술학원#분당정자동취미미술#KIS#canadabis#압구정미술#서래마을미술#대치동미술#도곡동미술#청담동미술#서초동미술**",2022-04-16,12,압구정로데오,"['#노블레스컬렉션', '#전광영작가', '#압구정로데오', '#미술전시', '#금요일', '#전시관람', '#noblesse', '#collection', '#fashionillustration', '#fashionillustration', '#정자동미술수업', '#정자동취미미술', '#정자동미술', '#미술개인레슨', '#미술과외', '#분당', '#정자동', '#판교', '#정자동미술수업', '#정자동취미미술', '#중학생미술', '#고등학생미술', '#분당정자동미술학원', '#분당정자동취미미술', '#KIS', '#canadabis', '#압구정미술', '#서래마을미술', '#대치동미술', '#도곡동미술', '#청담동미술', '#서초동미술']"
이바나의 추천으로간 핫플레이스 <회춘> 제주도 컨셉으로 아이스아메리카노의 얼음과 크로와플 크림도 귀여운 돌하르방 모양🤍시원한 제주분위기로 리프레쉬 되는 시간이였다🎋Thanks to @iwadventure🌱...#압구정회춘#금요일#압구정#카페..#fashionillustration#fashionillustration #정자동미술수업#정자동취미미술#정자동미술#미술개인레슨#미술과외#포트폴리오#분당정자동미술학원#취미미술#정자동유학미술#일러스트수업#분당#정자동#판교#정자동미술수업#정자동취미미술#중학생미술#고등학생미술#분당정자동미술학원#분당정자동취미미술#KIS#canadabis#압구정미술#서래마을미술#대치동미술#도곡동미술#청담동미술#서초동미술,2022-04-16,14,압구정 회춘,"['#압구정회춘', '#금요일', '#압구정', '#카페', '#fashionillustration', '#fashionillustration', '#정자동미술수업', '#정자동취미미술', '#정자동미술', '#미술개인레슨', '#미술과외', '#포트폴리오', '#분당정자동미술학원', '#취미미술', '#정자동유학미술', '#일러스트수업', '#분당', '#정자동', '#판교', '#정자동미술수업', '#정자동취미미술', '#중학생미술', '#고등학생미술', '#분당정자동미술학원', '#분당정자동취미미술', '#KIS', '#canadabis', '#압구정미술', '#서래마을미술', '#대치동미술', '#도곡동미술', '#청담동미술', '#서초동미술']"
주로 오버사이즈에 손이가는 나🕶선글라스를 쓰니 일본여자 같다고 하는 이바나의 말을 부정할수가 없다🤣@iwadventure#젠틀몬스터#gentlemonster..#fashionillustration#fashionillustration #정자동미술수업#정자동취미미술#정자동미술#미술개인레슨#미술과외#포트폴리오#분당정자동미술학원#취미미술#정자동유학미술#일러스트수업#분당#정자동#판교#정자동미술수업#정자동취미미술#중학생미술#고등학생미술#분당정자동미술학원#분당정자동취미미술#KIS#canadabis#압구정미술#서래마을미술#대치동미술#도곡동미술#청담동미술#서초동미술,2022-04-16,11,압구정로데오,"['#젠틀몬스터', '#gentlemonster', '#fashionillustration', '#fashionillustration', '#정자동미술수업', '#정자동취미미술', '#정자동미술', '#미술개인레슨', '#미술과외', '#포트폴리오', '#분당정자동미술학원', '#취미미술', '#정자동유학미술', '#일러스트수업', '#분당', '#정자동', '#판교', '#정자동미술수업', '#정자동취미미술', '#중학생미술', '#고등학생미술', '#분당정자동미술학원', '#분당정자동취미미술', '#KIS', '#canadabis', '#압구정미술', '#서래마을미술', '#대치동미술', '#도곡동미술', '#청담동미술', '#서초동미술']"
"호박설기 2호 크레센트형태🌙어머님 생신 토퍼화 함께 주문해 주신 꽃 가득한 디자인입니다~ 마음에 드셨기를 바랍니다.늘 건강하시고 행복하시길 바랍니다~💕(색상은 좀 더 붉게 요청해 주셨습니다)🌿철원에서 농사지은 햅쌀을 직접 구입하여 설기를 만듭니다. 🌿쌀, 흑임자,호박 모두 국산입니다.🌿좋은 재료로 맛있는 떡을 만들고 있습니다.🕊수업 & 주문제작문의는 카카오톡 🔎 더레이스튜디오 (mobile 010-4442-4580)#더레이스튜디오 #thelsistudio #떡케이크#앙금플라워#클래스#조색 #분당 #성남#판교 #용인 #위례#정규 #심화 #창업 #취미 #반전케이크 #용돈케이크 #수제 #맛집#vegan #flower #dessert #korea #beanpaste #cake #edible #레이떡케이크 #leicake",2022-04-17,22,,"['#더레이스튜디오', '#thelsistudio', '#떡케이크', '#앙금플라워', '#클래스', '#조색', '#분당', '#성남', '#판교', '#용인', '#위례', '#정규', '#심화', '#창업', '#취미', '#반전케이크', '#용돈케이크', '#수제', '#맛집', '#vegan', '#flower', '#dessert', '#korea', '#beanpaste', '#cake', '#edible', '#레이떡케이크', '#leicake']"
❤️🌸❤️🌸#고기리 #판교,2022-04-17,None,,"['#고기리', '#판교']"
#20220417#꽃개 대령이요,2022-04-17,12,,"['#20220417', '#꽃개']"
시간 정말 빠르다. 결혼기념일 일주년날씨좋다 ❤️#석운동카페 #석운동그린노트 #그린노트 #호접몽 #판교 #호접몽판교 #봄데이트 #고기리 #고기리카페 #부활절 #결혼기념일 #래터링케이크 #딤섬,2022-04-17,31,석운동 그린노트,"['#석운동카페', '#석운동그린노트', '#그린노트', '#호접몽', '#판교', '#호접몽판교', '#봄데이트', '#고기리', '#고기리카페', '#부활절', '#결혼기념일', '#래터링케이크', '#딤섬']"
#20220417역시 ...할미가 찍사얔ㅋㅋㅋㅋㅋ,2022-04-17,13,,['#20220417역시']
지하인데도 채광이 넘 넘 좋았던✨✨ 크로플도 맛있어서 순삭 ㅎㅎㅎ.....#bunkoff #판교 #카페 #맛집 #selfie,2022-04-17,53,,"['#bunkoff', '#판교', '#카페', '#맛집', '#selfie']"
#주말일상#대구 #부산 #연제구 #편한룩 #캐주얼룩#크롭니트 #주말여행#여름티셔츠 #맘소통#출근룩 #여름원피스#데일리룩#구리 #안성 #오산 #수원 #용인 #화성 #강릉 #평택 #광주#판교#성남#파주 #동해,2022-04-17,11,,"['#주말일상', '#대구', '#부산', '#연제구', '#편한룩', '#캐주얼룩', '#크롭니트', '#주말여행', '#여름티셔츠', '#맘소통', '#출근룩', '#여름원피스', '#데일리룩', '#구리', '#안성', '#오산', '#수원', '#용인', '#화성', '#강릉', '#평택', '#광주', '#판교', '#성남', '#파주', '#동해']"
왼손 스윙 연습 👍#스크린골프 #좌타,2022-04-17,8,,"['#스크린골프', '#좌타']"
"#판교 #아메리칸차이니즈 #호우섬테이블로그 점수 : 3.5/5.0판교현백 9층 식당가에 얼마 전 오픈한 호우섬.차알과 같은 아메리칸차이니즈퀴진이라 기대를 안고 방문해보았다.주말 점심이라 손님이 많았지만 Bar 자리로 빠르게 안내를 해주셔서 금새 앉을 수 있었다.먹물이 들어간 하가우, 쯔란 오징어튀김, 라구자장 도삭면, 매운 소고기탕면을 주문. (계산은 선불이다.)하가우는 평범한 편이었는데, 다른 메뉴들은 아주 성공적.오징어튀김도 자칫 느끼할 수 있는데 튀김옷의 스파이시함과 위에 곁들이는 고수로 맛을 잘 잡아냈다. 라구자장 도삭면은 식가이 쫄깃하면서 자장소스의 맛을 장 융화시킨다. 특히 매운 소고기탕면은 보울도 깊고 양도 푸짐한데다가 마라의 향이 심하지 않아서 부모님도 맛있게 잘 드실 수 있었다. 남녀노소 모두에게 좋은 맛집이라 백화점에 입점하길 잘 선택한 것 같다.📍주소 : 경기 성남시 분당구 판교역로146번길 20 현대백화점 9층 📍영업시간 : 10:30 ~ 21:00📍기타 : 주문시 선결제 필수#kt3점5 #kt판교 #kt호우섬 #kt아메리칸차이니즈 #호우섬현대백화점판교점 #판교맛집 #성남맛집 #판교현대백화점맛집 #호우섬딤섬 #판교맛집추천 #딤섬맛집 #중식당추천 #맛스타맞팔 #먹스타맞팔 #선팔맞팔 #인친 #서이추 #미국식중식",2022-04-17,55,현대백화점 판교점,"['#판교', '#아메리칸차이니즈', '#호우섬테이블로그', '#kt3점5', '#kt판교', '#kt호우섬', '#kt아메리칸차이니즈', '#호우섬현대백화점판교점', '#판교맛집', '#성남맛집', '#판교현대백화점맛집', '#호우섬딤섬', '#판교맛집추천', '#딤섬맛집', '#중식당추천', '#맛스타맞팔', '#먹스타맞팔', '#선팔맞팔', '#인친', '#서이추', '#미국식중식']"
"오복수산 판교점.매주 판교 테크원 투어를 돈다. 쟁쟁한 집들이 많이 들어와서 당분간은 테크원 아케이드를 파볼 생각이다. 2프로 부족했던 판교 감성을 테크원이 조금 채워준 느낌. 하지만 나머지 1프로는 노포 갬성인데 여기는 그건 안될 것 같다.처음 와봤으니 카이센동 스페셜은 꼭 시켜야할 것 같았고, 아내는 우니 매니아라 우니이쿠라동으로 주문. 추가 사이드는 카니미소 구이를 주문했다. 자리에 키오스크가 있어 알아서 주문하는게 인상적.분당에 괜찮은 카이센동 집이 별로 없었는데, (아브뉴프랑 히카루후 정도) 또 이렇게 명예의 전당 집이 추가가 된다. 대존맛이다. 카이센동에는 보스턴산 우니가, 우니이쿠라동에는 보스턴산을 주로 쓰되, 페루산이 1/3 정도 섞여있다. (보스턴산이 2~30프로 가량 더 비싸고 단맛이 좋다) 사이드 카니미소도 압권. 카니미소는 갑각류 내장이고, 각 집마다 스타일이 다른데, 오복수산은 대게 등딱지에 크리미하게 베이스를 만들어 내장과 섞고 게살을 올려 구운 뒤(불향이 있어 아부리 살짝 하는 듯?), 쪽파를 올리고 식지 말라고 1인 고체연료 화로 위에 낸다. 비주얼이 진짜 ㅎㄷㄷ 대게크림브륄레야모야. 와사비 간장만으로 한 그릇을 다 달려야 하는 카이센동 위의 느슨해진 횟감들에게 긴장감을 주는 훌륭한 변칙이다. 장국 맛만봐도 백합탕, 백합우동이 궁금해지는 그런 집이다. 전 메뉴 다 돌때까지 재방문의사 매우 높다. #먹어본건이제다기록에남긴다 #판교맛집 #판교 #판교테크원 #판교테크원타워 #판교역맛집 #판교테크원타워맛집 #분당맛집 #오복수산 #오복수산판교 #카이센동 #우니 #성게알 #이쿠라 #이쿠라동 #연어알 #카니미소 #카니미소구이 #대게내장 #분당 #백현동맛집",2022-04-17,30,,"['#먹어본건이제다기록에남긴다', '#판교맛집', '#판교', '#판교테크원', '#판교테크원타워', '#판교역맛집', '#판교테크원타워맛집', '#분당맛집', '#오복수산', '#오복수산판교', '#카이센동', '#우니', '#성게알', '#이쿠라', '#이쿠라동', '#연어알', '#카니미소', '#카니미소구이', '#대게내장', '#분당', '#백현동맛집']"
